PC1,PC2,PC3
1.924152228261908126e+00,5.741740643188637527e+00,1.773847114015249637e+00
-3.093666781766735596e+00,5.611488086931499808e+00,1.669409131068675389e+00
-3.234781871949217624e+00,5.976442379160364915e+00,2.034769753344722432e+00
-3.281819378233372220e+00,5.969001527382269856e+00,2.035279706792696430e+00
-3.283104538766193237e+00,5.988150047041399304e+00,2.050830230885803296e+00
-3.168492612433144284e+00,6.063064290201510609e+00,2.076363530725032547e+00
-3.036798846626761250e+00,6.138448801799841092e+00,2.086814092906326579e+00
-3.069857356390911285e+00,6.147623909319854363e+00,2.105380101502068335e+00
-3.273282815850859784e+00,6.072544709517549322e+00,2.123575429354854549e+00
-3.297469002940586869e+00,6.091842879963460078e+00,2.141730891445511098e+00
-3.072403781269520184e+00,6.206137359619163796e+00,2.151651204011593155e+00
-3.180040563038572632e+00,6.175787060679017060e+00,2.171504587764913285e+00
-3.012943177980809573e+00,6.274685793228913511e+00,2.185834405383372925e+00
-3.124939225884836080e+00,6.240779328688843997e+00,2.206954784643983647e+00
-2.917327644602128789e+00,6.426990339340632907e+00,2.268486782608015506e+00
-2.919036504376766317e+00,6.567378220935409239e+00,2.393727848465755592e+00
-3.347416319215088087e+00,6.404062447959591786e+00,2.421483926320633362e+00
-3.346225979828139074e+00,6.408880524888510344e+00,2.424028818126454432e+00
-3.103143081702191441e+00,6.522888687168394206e+00,2.435654367247246377e+00
-3.025062169411226520e+00,6.582583091442671730e+00,2.446357826744657515e+00
-3.342479834562217533e+00,6.446963311279834130e+00,2.467463134633701483e+00
-3.212630760577108724e+00,6.516995943803397751e+00,2.475558988762311952e+00
-3.133601542065488577e+00,6.565922853866016595e+00,2.477314257330689440e+00
-3.107763957538047794e+00,6.597021502519559988e+00,2.495537253748240758e+00
-3.009934455585154822e+00,6.672267988682929030e+00,2.518283583889274091e+00
-3.372217050056613985e+00,6.566564727874803609e+00,2.566007826176179396e+00
-2.881649049402320806e+00,6.798730502960154354e+00,2.570196765061412147e+00
-3.156068803299751924e+00,6.717825858590860122e+00,2.611764662257346714e+00
-3.199807586899726441e+00,6.706747206300279984e+00,2.624762259508862883e+00
-3.382433402746747753e+00,6.642865217720660631e+00,2.632576005555873344e+00
-3.391001446323129720e+00,6.666651905630759600e+00,2.658193114452998440e+00
-3.138702336524253234e+00,6.801643003276859112e+00,2.677258024658431879e+00
-3.173417641423164959e+00,6.813313576182707720e+00,2.699196428253414659e+00
-3.174740047541859234e+00,6.826661164192792342e+00,2.710421491957371920e+00
-3.255609316594772373e+00,6.798353626186819376e+00,2.725823451590490443e+00
-2.838890311967023905e+00,7.003688270078643363e+00,2.721977692902155521e+00
-3.401256467444934373e+00,6.770811831693396066e+00,2.745731246338722897e+00
-3.224310896367358126e+00,6.847371681062840665e+00,2.752577287414629925e+00
-3.264655189826643600e+00,6.839062157495728655e+00,2.764588295725569633e+00
-3.147593603053203903e+00,6.908838957552956295e+00,2.765845217688180036e+00
-2.996505302748540878e+00,7.035071767387794495e+00,2.815181982487856338e+00
-3.420477053562801295e+00,6.879198999783028512e+00,2.844547739079958060e+00
-3.172538801807958997e+00,6.997168021761752676e+00,2.854762107730541398e+00
-3.120238234064200977e+00,7.048892663162305894e+00,2.864571076754642842e+00
-3.284560053792609402e+00,6.983437913597812852e+00,2.891066812023478594e+00
-3.205905170909180590e+00,7.032059451278342976e+00,2.892930879078677631e+00
-3.182469220532262888e+00,7.061198914948621841e+00,2.911851896581579613e+00
-3.211053582274239648e+00,7.081717969127991452e+00,2.934899234051379313e+00
-3.445409609278727636e+00,7.031014403152132886e+00,2.981160096133752990e+00
-2.955754571691800781e+00,7.262435408876393161e+00,2.985614382457949301e+00
-3.307949402073581346e+00,7.141321011594760293e+00,3.030844216091616694e+00
-3.274580715848137480e+00,7.167022223771835954e+00,3.038205770120605553e+00
-3.444528676544067913e+00,7.101383117015785729e+00,3.051444883723920309e+00
-3.459000818880190842e+00,7.123796939696168451e+00,3.063163443514108852e+00
-3.213026904079069102e+00,7.253628122767803887e+00,3.084066735088507372e+00
-3.027996119907297778e+00,7.370041687255866059e+00,3.095352456704166588e+00
-3.245732866518408422e+00,7.288096535337752258e+00,3.121320848790022140e+00
-3.472870677457393640e+00,7.205772824758992279e+00,3.137297921669183864e+00
-3.355214899465717160e+00,7.260087964691412488e+00,3.144601401202423929e+00
-3.013845816403436739e+00,7.435847049865124347e+00,3.150217150096215057e+00
-3.181183183211062193e+00,7.382916929070957757e+00,3.170647366613696949e+00
-3.396652711559968729e+00,7.299936035590500971e+00,3.193788662013562263e+00
-3.502037666027972840e+00,7.681938605918603891e+00,3.557874639733258793e+00
-3.547062878541031417e+00,7.676139326291450793e+00,3.557799731626928530e+00
-3.553147028410286623e+00,7.691372966641948139e+00,3.574745054234403252e+00
-3.407301420416170679e+00,7.779667408290814379e+00,3.600310577900172948e+00
-3.305414091597443260e+00,7.842836027100733354e+00,3.610314095839509907e+00
-3.337327087350167254e+00,7.852945612442363554e+00,3.628547167408450402e+00
-3.542418755199483904e+00,7.776507167121866182e+00,3.647226769099578991e+00
-3.565423301104426734e+00,7.796769286912156538e+00,3.665038794009298773e+00
-3.381895655427688219e+00,7.889277943499497958e+00,3.677921650084355232e+00
-3.446073821742908549e+00,7.882280597100991493e+00,3.694254151312646339e+00
-3.282568258599635413e+00,7.978249223266494994e+00,3.709627911211237805e+00
-3.392404167127737402e+00,7.946104939126026778e+00,3.730120458446990472e+00
-3.581240326364400595e+00,7.909856499277962527e+00,3.764311489992899329e+00
-3.185840761924089826e+00,8.131460877479039340e+00,3.791957102730356244e+00
-3.188212486662119538e+00,8.271308012648333374e+00,3.917390826458607922e+00
-3.613864081334771328e+00,8.110217844258649222e+00,3.944353962890370990e+00
-3.613925004270331698e+00,8.114015176894833203e+00,3.947262526858426046e+00
-3.369499907311365838e+00,8.229118266892008648e+00,3.958497973645781709e+00
-3.290986672044208916e+00,8.289165347981233722e+00,3.969075780968818190e+00
-3.609244433013756748e+00,8.152860241490962778e+00,3.990425257852103780e+00
-3.479992268916832998e+00,8.222405931867639239e+00,3.998694600389811615e+00
-3.400160841016020008e+00,8.271987261583806372e+00,4.000216711435674810e+00
-3.373011736810317629e+00,8.304155810770845747e+00,4.018058522238804997e+00
-3.277346709948153247e+00,8.377636579581519527e+00,4.041433944555146596e+00
-3.638860134993238127e+00,8.272560785362928826e+00,4.088934632193772956e+00
-3.148640047076913362e+00,8.504442743110169900e+00,4.093224689905497371e+00
-3.423451173010708004e+00,8.423218828540480985e+00,4.134906337121824649e+00
-3.420653937048870219e+00,8.438003587728209354e+00,4.143488622130510279e+00
-3.650379347282063591e+00,8.347798439322437147e+00,4.155881480185811938e+00
-3.648716310794830164e+00,8.354925645049979366e+00,4.159734413845910694e+00
-3.657537613894677797e+00,8.372735183271071691e+00,4.181088845556372391e+00
-3.407126889493805599e+00,8.506185789700564825e+00,4.200702604063613066e+00
-3.442096196910024553e+00,8.517649154561210523e+00,4.222714832022216314e+00
-3.442572673290240637e+00,8.531686828045037529e+00,4.233694031136824520e+00
-3.522641072258536177e+00,8.504032617125952598e+00,4.248863222508562743e+00
-3.106919429586338932e+00,8.708553641438887993e+00,4.245307341308249605e+00
-3.672625663119144512e+00,8.472952462165585175e+00,4.270031669127138940e+00
-3.448149843134902248e+00,8.576186787097322295e+00,4.272173430947384887e+00
-3.529230025301107077e+00,8.546745434199580771e+00,4.286913976990650355e+00
-3.450693135384339527e+00,8.597194232485499299e+00,4.290257766554130825e+00
-3.263774728223842292e+00,8.740556874039581814e+00,4.338290830763012806e+00
-3.687142365947786438e+00,8.581329892911517376e+00,4.364590148308005624e+00
-3.687122976009114872e+00,8.585192742511276620e+00,4.367475369803342389e+00
-3.441417912479626473e+00,8.701339992912108912e+00,4.378338801704677152e+00
-3.388443708585697323e+00,8.753614167566638571e+00,4.387951982275081875e+00
-3.552776333551000754e+00,8.688150603396531224e+00,4.414450858023572621e+00
-3.445129254110189443e+00,8.748323799630043140e+00,4.416998623595796758e+00
-3.454806495062036298e+00,8.762549814163858031e+00,4.436433685894250800e+00
-3.479551342993764784e+00,8.786201034746854432e+00,4.458365090865976654e+00
-3.713292254647904578e+00,8.735999262417257327e+00,4.504447173226896695e+00
-3.221479529293424626e+00,8.969180448588586430e+00,4.508274340072038200e+00
-3.575341328517169792e+00,8.846706185433113490e+00,4.553988668565201792e+00
-3.542439662336393624e+00,8.872026415911458130e+00,4.561485959270980217e+00
-3.712301680538867110e+00,8.806457418602580134e+00,4.574700094185285337e+00
-3.707289787476907073e+00,8.831704653837777030e+00,4.589143130312793417e+00
-3.480053109573881365e+00,8.959311641377258439e+00,4.607104892882052383e+00
-3.478295024091080379e+00,8.991522092325364923e+00,4.629720772049079613e+00
-3.552733259619266448e+00,8.973269598758113474e+00,4.646867160293256305e+00
-3.740322010003827025e+00,8.911109536784548979e+00,4.660459640183216123e+00
-3.655306081324661172e+00,8.950897366564241509e+00,4.668139590390712357e+00
-3.326776105352276858e+00,9.116182672539087761e+00,4.677486951555204442e+00
-3.449789609201630469e+00,9.087311348645551234e+00,4.694144806361283173e+00
-3.629312284196065441e+00,9.021555525364743033e+00,4.715948469475273797e+00
-3.769655764693839117e+00,9.387139274876636463e+00,5.081084827856059860e+00
-3.815841223568628315e+00,9.380393499194580542e+00,5.081347138648999007e+00
-3.818326559899520412e+00,9.398562949497812014e+00,5.097246486901271467e+00
-3.703824331691042637e+00,9.473387704041055457e+00,5.122811669866395690e+00
-3.572730370032726199e+00,9.548282912437421999e+00,5.133436561656694153e+00
-3.603403555652045398e+00,9.559403899700924967e+00,5.151309289575973338e+00
-3.811994951201389981e+00,9.480110475842618456e+00,5.171006066896069342e+00
-3.831418559879009145e+00,9.503293822598413598e+00,5.187777313097072351e+00
-3.609021607468907433e+00,9.615411603914676419e+00,5.198473142702308536e+00
-3.714398528421529733e+00,9.586904835295269933e+00,5.217669710970438857e+00
-3.549520416441607651e+00,9.683993147849713878e+00,5.232644547482447450e+00
-3.700016622418517365e+00,9.630778699581757252e+00,5.255844662288245317e+00
-3.849559641774613183e+00,9.614485135516007475e+00,5.287725482709689118e+00
-3.360455366386615239e+00,9.886408936473946696e+00,5.304911160017939054e+00
-3.453499105767010136e+00,9.978410636466415795e+00,5.439923383522042855e+00
-3.881580471336258498e+00,9.815338329934522932e+00,5.467592718821784104e+00
-3.880612797009613146e+00,9.819974763026328546e+00,5.470202326940466264e+00
-3.636877067354532755e+00,9.934515486740766121e+00,5.481638134350424352e+00
-3.559416695732441127e+00,9.993703671547894629e+00,5.492521950406763054e+00
-3.875057830117362379e+00,9.859533134767291429e+00,5.513110919896297091e+00
-3.748826910136656032e+00,9.926614179934796667e+00,5.522258369574782222e+00
-3.667088550874512798e+00,9.977751130138132751e+00,5.523226242041786804e+00
-3.642672740301803991e+00,1.000768993594837752e+01,5.541862468841987521e+00
-3.544869139137350800e+00,1.008291529298358391e+01,5.564616326897484200e+00
-3.908599782903261044e+00,9.976030754655692334e+00,5.612761436342667665e+00
-3.416734631719769766e+00,1.020925470833052096e+01,5.616573365923608563e+00
-3.691506702170206822e+00,1.012806265411578543e+01,5.658243661889422071e+00
-3.689868861317193272e+00,1.014190161167657500e+01,5.667162918385642456e+00
-3.918252696969499738e+00,1.005279088174092195e+01,5.679165855542780861e+00
-3.913659591227370171e+00,1.006230835481324881e+01,5.682167181508589238e+00
-3.923467280795293277e+00,1.007931322694665788e+01,5.703808300745071946e+00
-3.675952927384252611e+00,1.021040105611967164e+01,5.724263872740625203e+00
-3.707545711771132346e+00,1.022461889264424251e+01,5.745294733795722308e+00
-3.710482150151035441e+00,1.023664979894076232e+01,5.756988906647929838e+00
-3.790648692904448502e+00,1.020891552510703093e+01,5.772186622943580758e+00
-3.374863944016771811e+00,1.041348802967964282e+01,5.768612400286466269e+00
-3.941567982156640504e+00,1.017707286972491154e+01,5.793626734247480314e+00
-3.757662885115348850e+00,1.025931010286897127e+01,5.798450029325348254e+00
-3.819912104482108717e+00,1.024523051501318349e+01,5.807717464866497536e+00
-3.682745583097371878e+00,1.031930899754218522e+01,5.812241116665894936e+00
-3.533382715684302511e+00,1.044413424819066627e+01,5.862079368563188453e+00
-3.955225441651344376e+00,1.028615124679793169e+01,5.887935479319425625e+00
-3.954866810404312538e+00,1.029029083982961268e+01,5.890722102289169371e+00
-3.708886531135084041e+00,1.040666260342049299e+01,5.901505544326388630e+00
-3.628338091025482548e+00,1.046933170482197895e+01,5.912214545391885068e+00
-3.818434189723502570e+00,1.039495038255031112e+01,5.937091312995105952e+00
-3.710487208208657073e+00,1.045536823038480279e+01,5.939551913762828761e+00
-3.718919996861247412e+00,1.047060943378764719e+01,5.958625283192946043e+00
-3.743394668470442888e+00,1.049448105654714603e+01,5.980478162978041468e+00
-3.981497615669013612e+00,1.044072085941198580e+01,6.027828045759102693e+00
-3.489669159160817991e+00,1.067391487861207722e+01,6.031650640435337607e+00
-3.843128304409677121e+00,1.055176908914227063e+01,6.077247939877880256e+00
-3.767302723100835138e+00,1.060000607881092449e+01,6.081379755617957628e+00
-3.981107549410445756e+00,1.051068913833489660e+01,6.098255500853532851e+00
-3.975104605014482040e+00,1.053674484512301568e+01,6.112410493638696707e+00
-3.749834820727531159e+00,1.066274729666959686e+01,6.130943922469597851e+00
-3.989101955937888633e+00,1.057822289124829496e+01,6.156228027483413356e+00
-3.743088779113056930e+00,1.069902678067514223e+01,6.152110081015374377e+00
-3.779269361496406354e+00,1.069988444219760204e+01,6.167247216370121521e+00
-4.006715348687677647e+00,1.061730933017805967e+01,6.183313858895871817e+00
-3.924673606864049091e+00,1.065467090272639084e+01,6.191858239323302371e+00
-3.590343363836308477e+00,1.082468790195738961e+01,6.199519786391412879e+00
-3.715690651304504932e+00,1.079391274361877961e+01,6.216855941917957651e+00
-3.930971791710150320e+00,1.071108553167611532e+01,6.239942483450921173e+00
-4.035938667500599486e+00,1.109342915872458057e+01,6.603906949019314965e+00
-4.082904736640827537e+00,1.108604658334116522e+01,6.604396139674287625e+00
-4.085710473215746319e+00,1.110395466021805788e+01,6.620388610405699481e+00
-3.943453009723564051e+00,1.118932199541132988e+01,6.646997007532895907e+00
-3.839691551155508087e+00,1.125401947608423292e+01,6.656455820492322317e+00
-3.874176386239931880e+00,1.126203102788610266e+01,6.675436382298803650e+00
-4.078694479880743629e+00,1.118606048812725895e+01,6.693949277961262823e+00
-4.099681227245794091e+00,1.120796867070265357e+01,6.711174841387443024e+00
-3.874090192329306959e+00,1.132269209388175035e+01,6.720942329372736168e+00
-3.979660052590732633e+00,1.129402793084970824e+01,6.740194974335855349e+00
-3.816252644582616149e+00,1.138991648484152464e+01,6.755597262457182950e+00
-3.967374464695723191e+00,1.133619167831575858e+01,6.778979208395860212e+00
-4.114728447477222772e+00,1.132168386816420558e+01,6.810223797988665950e+00
-3.721856990669285992e+00,1.154122588790475490e+01,6.838604190598006838e+00
-1.795935957153302676e+00,4.807695110527546056e+00,7.979591361743633149e-01
-1.893103591643745753e+00,4.772002179720042925e+00,8.460595887973533236e-01
-9.027481072059437839e-01,4.832485628335486005e+00,4.912565106969843942e-01
-8.434562246052879075e-01,4.866404570864031776e+00,5.368581344026737145e-01
-1.839721433581625654e+00,4.700554632927472554e+00,1.148827909899863275e+00
-1.583412210720253066e+00,4.788610706484972113e+00,1.292146745505999617e+00
-9.642612644229954233e-01,4.982546232361952043e+00,7.191921918585230111e-01
-8.671730811276915363e-01,4.974726603426201876e+00,5.700341056909435933e-01
-1.988967875529478624e+00,4.820152339951262022e+00,1.069459579655093417e+00
3.419974512317620063e-01,5.141092169808441525e+00,4.892921118091826393e-01
1.119526936124416228e+00,5.171354584943045118e+00,6.229014998266922953e-01
6.160127548662825969e-01,5.093580693605078480e+00,1.369067878656958559e+00
1.639444710621249662e-02,5.196007924293060576e+00,3.730252043686439478e-01
-1.974698733150318075e+00,4.868577246299046202e+00,1.224612525990325107e+00
3.215776196829652628e-02,5.187211703011093356e+00,8.675966757305609844e-01
-2.083695348032764683e-01,5.159337701463926784e+00,1.188073018128462444e+00
-1.193972892159830490e+00,5.231904723179588323e+00,9.803594270561530877e-01
-4.214556258446814363e-01,5.250168664318976219e+00,1.317094604579615247e+00
-1.138576617070893526e+00,5.327042822455637427e+00,9.368091463957778364e-01
-5.424877314406266748e-01,5.326930967209221102e+00,1.204559379145015097e+00
-8.103811183851190592e-01,5.341971005388183258e+00,7.343573934192412223e-01
-1.984315312995514669e+00,5.239643760903183178e+00,1.279044932704743731e+00
-1.618830959287318016e+00,5.268369870344556283e+00,1.607688915380956374e+00
-1.566265699757661833e+00,5.371795080740867867e+00,1.375549777919622629e+00
-1.938817089335988175e+00,5.349534855671593370e+00,1.019574636701300552e+00
-1.881963453465590463e+00,5.313171918000933580e+00,1.344872730312136166e+00
-5.713961359693448677e-03,5.350307800063220931e+00,2.363166189509034787e+00
7.951065998925861411e-01,5.601399754873863657e+00,1.159525041884437613e+00
7.046458331584345425e-01,5.621208736947515661e+00,1.417399471161838731e+00
-2.265692805470114479e-01,5.480854963203102059e+00,1.797753574622667827e+00
-1.804806192436102741e+00,5.387763366353031991e+00,1.372127120971687431e+00
1.279949149465954561e-01,5.607739005773328955e+00,1.648055884433141216e+00
6.182820530212470578e-01,5.607722146239083827e+00,1.908934090951821760e+00
-1.641373520726169932e+00,5.526069392067791242e+00,1.737425993827881987e+00
-1.111227747573512170e+00,5.521902164846934191e+00,1.861418318414969963e+00
-1.311910863530252547e+00,5.644634082555919363e+00,1.345903017495840626e+00
-2.050321917375045544e+00,5.557158739942717141e+00,1.746529195894818809e+00
-3.154110798920930936e+00,6.018207602159126424e+00,1.993255315535139349e+00
-3.093381582886103764e+00,6.057908375751834384e+00,1.919630911801257556e+00
-3.066186845169862174e+00,6.187251705372799115e+00,2.010453600479163327e+00
-2.957075129900077037e+00,6.139941060524959582e+00,1.930908965915010045e+00
-3.158994603692340419e+00,6.037932042507654806e+00,2.079271971348113368e+00
-3.260883392514032586e+00,6.005941988227112560e+00,2.110901132658798751e+00
-3.263765722355554288e+00,6.031481646166898969e+00,2.132697578918360648e+00
-3.280671050052180071e+00,6.087272771984622466e+00,2.123117092446550114e+00
-3.087816832918765186e+00,6.252317759729829838e+00,2.078893658387905852e+00
-3.076074786654722004e+00,6.216984843091321267e+00,2.175294743216231286e+00
-3.226770285544893646e+00,6.171705381850506988e+00,2.222839893850359072e+00
-3.230292973222955499e+00,6.196722654040161871e+00,2.244822456414095946e+00
-3.234547501821665616e+00,6.273077840989738085e+00,2.306044294742428225e+00
-3.247406513243134007e+00,6.278646830366057863e+00,2.188286421364400436e+00
-3.114936474134515798e+00,6.336949459569104270e+00,2.166997109029662472e+00
-3.195249227484279420e+00,6.266778561061539854e+00,2.150437892831702946e+00
-3.201463517765299471e+00,6.270364941043228058e+00,2.158748468790860908e+00
-3.292034098043640000e+00,6.188605285253007793e+00,2.209531837403509336e+00
-3.299819795601110606e+00,6.223944965703442023e+00,2.176342069389766376e+00
-3.299582689566944005e+00,6.189179664228765532e+00,2.216784791772528962e+00
-3.308785615237900934e+00,6.212783872649509931e+00,2.176057075979351385e+00
-3.344671160454617542e+00,6.464007348141594278e+00,2.464048917827017959e+00
-3.331692057677723362e+00,6.434827816202911777e+00,2.497174681164042287e+00
-3.211190820472286767e+00,6.435836995609621525e+00,2.425445634475891232e+00
-3.212691113429181122e+00,6.467312869816205456e+00,2.450453971038745848e+00
-3.329454034034410981e+00,6.415494857268203788e+00,2.480624498647808540e+00
-3.290202464076494415e+00,6.527118266947211644e+00,2.480454875466833631e+00
-3.247280992365380925e+00,6.617691529339287726e+00,2.461150759870968319e+00
-3.243579125113543959e+00,6.584164605125284453e+00,2.432611691394574560e+00
-3.357603162625390603e+00,6.528810347920145141e+00,2.457649892858791763e+00
-3.108197309626333116e+00,6.706059648966884446e+00,2.523259150689164620e+00
-3.033509683802147805e+00,6.753300265297574434e+00,2.442686958755166504e+00
-3.041270285055524880e+00,6.810445412363650419e+00,2.492641674293842868e+00
-3.167640082179587591e+00,6.745981592790586845e+00,2.521990813702963408e+00
-3.354553178276691305e+00,6.585783202981854600e+00,2.564487495269741402e+00
-3.161900181643392482e+00,6.808369518324503211e+00,2.563685400820660210e+00
-3.153884433309008806e+00,6.840876003241165293e+00,2.580868955110517948e+00
-3.337326321142733754e+00,6.853182228351792027e+00,2.768059859448391613e+00
-3.251106005834212276e+00,6.926584271639597112e+00,2.714927298870223105e+00
-3.349362247800339532e+00,6.918045342492211702e+00,2.894459094314668857e+00
-3.235329317966825435e+00,6.967636306043915262e+00,2.865082022745135681e+00
-3.287216154965268089e+00,6.904708078929809645e+00,2.846480234064272530e+00
-3.405307937843478960e+00,6.905664463984585666e+00,2.917508986777911151e+00
-3.367227743092541914e+00,6.989403076146128768e+00,2.897443817548140732e+00
-3.318136662714931795e+00,7.085009330199063982e+00,2.876346540851264511e+00
-3.375909622534355670e+00,7.013432339293673046e+00,2.856564662679904831e+00
-3.431188188144488116e+00,6.993901618289835476e+00,2.873638945144519230e+00
-3.189067296113480054e+00,7.164246296961530369e+00,2.940642820508817312e+00
-3.115207853224058354e+00,7.211773063116820204e+00,2.861034049425473569e+00
-3.057446852574452922e+00,7.308346005018271363e+00,2.899609974408565716e+00
-3.191123983629191141e+00,7.235035795923149493e+00,2.928914805389419396e+00
-3.429650194551686404e+00,7.048679276242630465e+00,2.980193284662723929e+00
-3.173479954940569225e+00,7.299440707696684072e+00,2.961367812322890369e+00
-3.154988805811737684e+00,7.326469858757879372e+00,2.983171436264019594e+00
-3.405518702542172704e+00,7.265928945143331319e+00,3.139841429121154270e+00
-3.334799082976568130e+00,7.234244575123590870e+00,3.137109501431709191e+00
-3.331772772972034780e+00,7.261719059888088523e+00,3.155020492867915305e+00
-3.457051498148103086e+00,7.201992337684385959e+00,3.186943375590262750e+00
-3.419357636139984002e+00,7.725342678910691596e+00,3.515776310223381440e+00
-3.362270238940364031e+00,7.762072560049962711e+00,3.443210380085675926e+00
-3.333672931534964690e+00,7.892560066219374448e+00,3.533625419989727678e+00
-3.223593023909229416e+00,7.846039245218883629e+00,3.453799385913087772e+00
-3.427259688617380284e+00,7.742604918436479799e+00,3.602670202287818757e+00
-3.529249174982910020e+00,7.710532717957400806e+00,3.634328630757627909e+00
-3.531091602923624784e+00,7.736920698356161807e+00,3.655822835539943139e+00
-3.546761944253316479e+00,7.793719291003964322e+00,3.645883407418318622e+00
-3.356010719050692259e+00,7.957048717613503186e+00,3.602271195809894078e+00
-3.344439014168290036e+00,7.921576841310024264e+00,3.698721789376287372e+00
-3.494244999171163713e+00,7.877023020254672048e+00,3.746008407940111251e+00
-3.499913196025193685e+00,7.900290046946652822e+00,3.768614550345645409e+00
-3.502344216047425185e+00,7.978132800442995887e+00,3.829306396445386174e+00
-3.515067639905922192e+00,7.983812398305305535e+00,3.711509115325822616e+00
-3.383713513907656179e+00,8.041204697261777667e+00,3.690544136687071042e+00
-3.465393753976783842e+00,7.969918241896891686e+00,3.674382372600561109e+00
-3.469701680398411092e+00,7.975059779413772532e+00,3.682138874922017191e+00
-3.559436273572224252e+00,7.893982098178683238e+00,3.732679268714410359e+00
-3.566745530552860366e+00,7.929710445330641733e+00,3.699351026000649245e+00
-3.567767597818215286e+00,7.893917946012691367e+00,3.740159719825392859e+00
-3.576250738081422575e+00,7.918109334942061928e+00,3.699222802563528756e+00
-3.612605232849395165e+00,8.168950254698698288e+00,3.987350941887924716e+00
-3.598815374104126441e+00,8.140432114470316449e+00,4.020241063688590799e+00
-3.479257767770773668e+00,8.140671506591178996e+00,3.948786277859596350e+00
-3.478708289128600306e+00,8.173819526297165794e+00,3.973198860154054213e+00
-3.597234778755642459e+00,8.120562844190052587e+00,4.003881958906571725e+00
-3.556621431147855006e+00,8.233297153429507631e+00,4.003316542922199517e+00
-3.513897268510464578e+00,8.323709456678736629e+00,3.984069774068244474e+00
-3.510602924400139990e+00,8.289850086651116001e+00,3.955649149837607848e+00
-3.624079992194325861e+00,8.234942031819016961e+00,3.980528377714656063e+00
-3.375708388776775593e+00,8.411347621408459929e+00,4.046438234208340035e+00
-3.302202494937684030e+00,8.457624214322454037e+00,3.966209505845864403e+00
-3.250961419864521140e+00,8.550801901888698708e+00,4.008125838049622303e+00
-3.377029846102651334e+00,8.485622174172164023e+00,4.036664671485315381e+00
-3.620985867544906256e+00,8.291950895285383538e+00,4.087353151002314888e+00
-3.429294877496436911e+00,8.513752432957216953e+00,4.086830658207096789e+00
-3.422878224772260225e+00,8.544954421056310423e+00,4.104478980393919230e+00
-3.604512108182446717e+00,8.558735564865731504e+00,4.291144398695642792e+00
-3.617340419868732226e+00,8.577458770342111904e+00,4.250024951860046585e+00
-3.677027128772109243e+00,8.619396113080913580e+00,4.384054355369304545e+00
-3.554694035252349948e+00,8.610023134061950856e+00,4.369649668525687147e+00
-3.503554972857228833e+00,8.672341347875999418e+00,4.388468793573164106e+00
-3.617613712678872773e+00,8.622729329268448595e+00,4.417853366666575354e+00
-3.632962790878619508e+00,8.696139884572197332e+00,4.420106707816023217e+00
-3.587283906702156244e+00,8.788962565800026994e+00,4.400001166223862725e+00
-3.644894050215634174e+00,8.717518395816414412e+00,4.380171966434193820e+00
-3.700702049733549437e+00,8.697555777655578524e+00,4.397400125804185933e+00
-3.456692216152638331e+00,8.869441401236814571e+00,4.463854991224341262e+00
-3.383002615243152711e+00,8.916829615124873598e+00,4.384295583730846602e+00
-3.324426647760794218e+00,9.014067383840284720e+00,4.422634643314186320e+00
-3.460110681318220749e+00,8.939120000637988284e+00,4.452522768908341533e+00
-3.695419564854960370e+00,8.755388085333219550e+00,4.502866150571859905e+00
-3.441482774520087773e+00,9.004327532251473087e+00,4.484689817355709707e+00
-3.423065411993206020e+00,9.031296490296814028e+00,4.506514886946240139e+00
-3.727605011890656961e+00,8.964762811123774711e+00,4.689285660206493844e+00
-3.668391015393930310e+00,8.963124556666290488e+00,4.719529060320741820e+00
-3.605264702065462679e+00,8.937122317731194698e+00,4.661147304907919064e+00
-3.599495802746194961e+00,8.966834129025846423e+00,4.678261178610881643e+00
-3.721723671554932444e+00,8.909596208865396605e+00,4.709297347562811709e+00
-3.685995454658625547e+00,9.431343032593151321e+00,5.038701585587023857e+00
-3.629171843709719347e+00,9.467857724395161156e+00,4.966212323398508488e+00
-3.598648468777647658e+00,9.599916461792355804e+00,5.056067562907843538e+00
-3.488536224891498172e+00,9.553422019795430487e+00,4.976232130484005367e+00
-3.695103165002811885e+00,9.447621730646956095e+00,5.125945895142216102e+00
-3.796421671127239605e+00,9.416096896806608996e+00,5.157409307082950534e+00
-3.799079553952373622e+00,9.441819652252712913e+00,5.179140519114415753e+00
-3.817023455595272452e+00,9.496763538919083203e+00,5.169861888157541330e+00
-3.623125727248726058e+00,9.662659793497830663e+00,5.125335163595885035e+00
-3.611742523809973626e+00,9.627034143066163452e+00,5.221840544017409158e+00
-3.762624481136818133e+00,9.581602574324273647e+00,5.269439887718501581e+00
-3.763898408336353363e+00,9.608454321494027894e+00,5.290768861046103666e+00
-3.769702705276840149e+00,9.683545251411747046e+00,5.352441130585923190e+00
-3.782419807163750036e+00,9.689230006559064634e+00,5.234642012021856416e+00
-3.650762022228621895e+00,9.746870021858594413e+00,5.213588776668133917e+00
-3.731846930064953050e+00,9.676069221634103101e+00,5.197253982708945230e+00
-3.737249794725311602e+00,9.680317539609424315e+00,5.205328722501180394e+00
-3.828264626870577558e+00,9.598195475753730221e+00,5.256241210351348059e+00
-3.833449326846786853e+00,9.635656976216427694e+00,5.222295477423353205e+00
-3.834868702218773961e+00,9.599540364220418454e+00,5.263219646553004338e+00
-3.844587725501976472e+00,9.622723554855589612e+00,5.222641931547986616e+00
